,age,fnlwgt,education,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,Scored Labels,Scored Probabilities
10482,54,167770,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,1902,55,>50K,>50K,0.9595445914478745
10483,54,271160,Assoc-voc,11,Widowed,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.1150752911066725
10484,26,147982,11th,7,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.009416497760589114
10485,27,153475,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.03152167872161284
10486,29,150861,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.02308077824716059
10487,33,263561,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,60,<=50K,<=50K,0.08380730214933915
10488,39,202027,Bachelors,13,Married-civ-spouse,Husband,White,Male,15024,0,45,>50K,>50K,0.9993280397638676
10489,46,53893,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.3900548211183663
10490,39,30916,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1902,50,>50K,>50K,0.9373440229677176
10491,44,220230,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,48,<=50K,<=50K,0.35621122651508946
10492,37,121772,HS-grad,9,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K,<=50K,0.02708300435268164
10493,38,114079,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,44,<=50K,<=50K,0.3042987419067303
10494,35,198841,Assoc-voc,11,Divorced,Own-child,White,Male,0,0,35,<=50K,<=50K,0.029232942518099575
10495,40,206066,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.37521733948487757
10496,24,26671,HS-grad,9,Never-married,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,<=50K,<=50K,0.003053803183539685
10497,30,229772,10th,6,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.08745570472437583
10498,79,163140,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.2125475147553482
10499,60,56248,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.39996800369183394
10500,43,195258,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.3054900031860374
10501,25,36984,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,50,<=50K,<=50K,0.058161505481589076
10502,33,33308,Some-college,10,Never-married,Not-in-family,White,Male,0,0,70,<=50K,<=50K,0.04945331380414542
10503,30,173005,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,<=50K,0.3947092583789965
10504,44,193524,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.49761330941388954
10505,52,23780,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,1977,45,>50K,>50K,0.9724647660492245
10506,32,227669,Some-college,10,Never-married,Own-child,Black,Female,0,0,40,<=50K,<=50K,0.009996842301217812
10507,46,181413,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,>50K,0.6047841917212406
10508,36,86459,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,1887,50,>50K,>50K,0.9547937389065735
10509,26,192302,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,25,<=50K,<=50K,0.12885192633351378
10510,35,215419,Some-college,10,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.025775554311328542
10511,19,41745,Some-college,10,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.00037971270064077276
10512,47,142719,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3591409110501079
10513,40,195520,Some-college,10,Never-married,Unmarried,Black,Female,0,0,49,<=50K,<=50K,0.05397881158498984
10514,25,209286,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.15607521203563704
10515,17,174120,12th,8,Never-married,Own-child,White,Male,0,0,15,<=50K,<=50K,0.0003059877038856773
10516,40,201734,Some-college,10,Never-married,Not-in-family,White,Male,0,0,48,<=50K,<=50K,0.13592806039134991
10517,40,237601,Bachelors,13,Never-married,Not-in-family,Other,Female,0,0,55,>50K,<=50K,0.22882385267180158
10518,49,173115,10th,6,Separated,Not-in-family,Black,Male,4416,0,99,<=50K,<=50K,0.03342434360962014
10519,30,33124,HS-grad,9,Separated,Unmarried,White,Female,0,0,14,<=50K,<=50K,0.004053617561968767
10520,23,146499,HS-grad,9,Separated,Unmarried,White,Female,0,0,48,<=50K,<=50K,0.006579951273031614
10521,74,211075,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.2125475147553482
10522,36,61778,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,<=50K,0.27620031244812127
10523,51,170086,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,>50K,0.7694450576416472
10524,47,334039,Bachelors,13,Married-civ-spouse,Husband,White,Male,7298,0,44,>50K,>50K,0.9948302843653721
10525,34,340917,Prof-school,15,Married-civ-spouse,Husband,White,Male,2829,0,50,<=50K,<=50K,0.4821717107566402
10526,53,121441,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,>50K,0.6054052606291691
10527,49,105444,12th,8,Married-civ-spouse,Husband,White,Male,0,0,39,<=50K,<=50K,0.1973825247355941
10528,48,493862,HS-grad,9,Married-civ-spouse,Husband,Black,Male,7298,0,38,>50K,>50K,0.981936619527472
10529,17,141590,11th,7,Never-married,Own-child,White,Female,0,0,12,<=50K,<=50K,0.0001227779014241064
10530,49,228583,HS-grad,9,Divorced,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.055436576126027176
10531,49,209057,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.10639187746717346
10532,27,315640,Masters,14,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,20,<=50K,<=50K,0.009619958781922537
10533,54,230919,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.38408647715958677
10534,27,188189,Some-college,10,Never-married,Not-in-family,White,Female,0,0,30,<=50K,<=50K,0.003572043119553212
10535,51,427781,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.3349124089084524
10536,32,243988,5th-6th,3,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.04099512590638896
10537,39,117381,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,62,<=50K,<=50K,0.08338315092143059
10538,46,56482,Some-college,10,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.07220049194218985
10539,28,173944,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.48541230193708573
10540,54,108960,11th,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.17557511017747754
10541,19,229745,HS-grad,9,Never-married,Own-child,White,Male,0,0,20,<=50K,<=50K,0.00017179560351447782
10542,20,47678,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0007352300614862801
10543,40,70761,Assoc-acdm,12,Never-married,Not-in-family,Black,Male,0,0,40,<=50K,<=50K,0.05233736622545874
10544,50,213290,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,0,1887,36,>50K,>50K,0.9525387862073785
10545,51,47415,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,0,1628,30,<=50K,<=50K,0.14079876387087364
10546,30,176185,Some-college,10,Married-spouse-absent,Own-child,White,Male,0,0,60,>50K,<=50K,0.046206054486719036
10547,75,36325,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,30,<=50K,<=50K,0.10318589248954872
10548,28,131310,HS-grad,9,Separated,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.01461554526136298
10549,30,125279,HS-grad,9,Married-spouse-absent,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.02096394244649987
10550,67,212705,Masters,14,Married-spouse-absent,Not-in-family,White,Male,0,0,55,>50K,<=50K,0.3114896269194583
10551,33,183923,Masters,14,Married-civ-spouse,Wife,White,Female,7688,0,35,>50K,>50K,0.9951759969039279
10552,68,257269,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,2377,35,>50K,>50K,0.8521599743887648
10553,47,83046,Bachelors,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.16601207959306377
10554,57,291529,Bachelors,13,Married-civ-spouse,Husband,White,Male,4386,0,13,>50K,>50K,0.8058590812419342
10555,20,211466,HS-grad,9,Never-married,Own-child,White,Male,0,0,80,<=50K,<=50K,0.0036815951154342166
10556,34,184147,HS-grad,9,Separated,Unmarried,Black,Female,0,0,20,<=50K,<=50K,0.0033626703124387584
10557,18,30246,Some-college,10,Never-married,Own-child,White,Female,0,0,20,<=50K,<=50K,9.259609446291215e-05
10558,40,217120,10th,6,Divorced,Not-in-family,White,Male,0,0,50,<=50K,<=50K,0.07424946208302977
10559,44,193524,Masters,14,Married-civ-spouse,Husband,White,Male,0,1902,40,>50K,>50K,0.9850233327142993
10560,36,135874,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.584029126557523
10561,38,186959,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,>50K,0.7448580860321349
10562,19,80710,HS-grad,9,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.0004967938358227308
10563,25,163396,Some-college,10,Never-married,Not-in-family,Other,Female,0,0,40,<=50K,<=50K,0.008544582143513467
10564,33,281832,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.7149408516719503
10565,23,280134,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0026642216370208276
10566,44,193882,Assoc-voc,11,Never-married,Not-in-family,White,Male,0,1340,40,<=50K,<=50K,0.1270837473632322
10567,33,34102,HS-grad,9,Never-married,Not-in-family,White,Female,0,0,35,<=50K,<=50K,0.008987971676170499
10568,18,196061,Some-college,10,Never-married,Own-child,White,Male,0,0,33,<=50K,<=50K,0.00038807231668461424
10569,22,317528,Some-college,10,Never-married,Own-child,White,Male,0,0,34,<=50K,<=50K,0.0010629000485430325
10570,46,164877,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,44,<=50K,>50K,0.5396984290376176
10571,40,210013,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.37521733948487757
10572,61,201273,Some-college,10,Widowed,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.08548792492953199
10573,48,304791,Some-college,10,Widowed,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.08723150930979294
10574,30,194827,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1740,40,<=50K,<=50K,0.09977534859591963
10575,26,276624,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.1537802000511601
10576,32,209691,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,42,>50K,>50K,0.6015076260619499
10577,23,210526,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.003126311175851381
10578,36,63509,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,48,>50K,<=50K,0.33555062342011494
10579,46,383384,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.41365522028112744
10580,28,161087,Some-college,10,Never-married,Not-in-family,Black,Female,0,0,45,<=50K,<=50K,0.02374516016202052
10581,50,321770,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.0443452198274458
10582,22,283499,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,35,<=50K,<=50K,0.002197400553323038
10583,22,105592,Assoc-acdm,12,Never-married,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.010775853861230878
10584,32,229051,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.33176711818216226
10585,49,233639,11th,7,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.26235307885563935
10586,27,431637,Prof-school,15,Never-married,Not-in-family,White,Male,0,0,70,<=50K,<=50K,0.36788674562941764
10587,36,306156,Some-college,10,Married-civ-spouse,Husband,White,Male,15024,0,60,>50K,>50K,0.9977042269742536
10588,34,195136,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,1887,40,>50K,>50K,0.9807235027694903
10589,37,243587,Some-college,10,Separated,Own-child,White,Female,0,0,40,<=50K,<=50K,0.022692176376072327
10590,58,123436,Bachelors,13,Married-civ-spouse,Husband,White,Male,7688,0,50,>50K,>50K,0.9969958620541299
10591,52,90363,Prof-school,15,Married-civ-spouse,Husband,White,Male,99999,0,35,>50K,>50K,0.9982704327604186
10592,35,63509,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,<=50K,0.3473588653563981
10593,36,76417,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,52,<=50K,<=50K,0.2661799330226814
10594,23,363219,Some-college,10,Never-married,Not-in-family,White,Female,0,0,6,<=50K,<=50K,0.0011630306588232935
10595,50,173224,Masters,14,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,>50K,0.7854837474499756
10596,19,224241,Some-college,10,Never-married,Own-child,White,Female,0,0,20,<=50K,<=50K,0.0001518291667195073
10597,45,144940,Masters,14,Divorced,Unmarried,Black,Female,0,0,40,<=50K,<=50K,0.14343758709564539
10598,22,163911,Some-college,10,Never-married,Own-child,White,Female,0,0,20,<=50K,<=50K,0.000463438682625023
10599,23,150463,HS-grad,9,Never-married,Unmarried,Other,Female,0,0,40,<=50K,<=50K,0.0018533219384154471
10600,46,332884,Bachelors,13,Married-civ-spouse,Husband,White,Male,7298,0,65,>50K,>50K,0.9955201984886123
10601,38,165466,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,<=50K,0.3275139751200029
10602,63,205246,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.2330126382660693
10603,23,695136,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,30,<=50K,<=50K,0.004018955815490896
10604,38,354591,HS-grad,9,Never-married,Unmarried,Black,Female,114,0,38,<=50K,<=50K,0.004653721487642005
10605,40,34113,HS-grad,9,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,<=50K,<=50K,0.04786080680549066
10606,43,175485,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.4331006332077683
10607,23,216811,HS-grad,9,Never-married,Own-child,White,Female,0,0,16,<=50K,<=50K,0.0004216681160370605
10608,41,320744,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.641932715050102
10609,26,267431,Bachelors,13,Never-married,Own-child,Black,Female,0,0,20,<=50K,<=50K,0.0030692967956350843
10610,49,240859,11th,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.17486925111539556
10611,31,50442,Some-college,10,Never-married,Own-child,Amer-Indian-Eskimo,Female,0,0,32,<=50K,<=50K,0.005636154830732298
10612,28,211032,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.018912387233461156
10613,30,172822,Assoc-voc,11,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.05580817661396926
10614,55,179715,10th,6,Married-civ-spouse,Husband,White,Male,0,0,18,<=50K,<=50K,0.08266010516350085
10615,29,101597,Some-college,10,Divorced,Unmarried,White,Female,0,0,54,<=50K,<=50K,0.037328672866438886
10616,44,71269,Some-college,10,Divorced,Not-in-family,White,Male,0,0,50,<=50K,<=50K,0.09571403643211583
10617,47,165039,Some-college,10,Never-married,Unmarried,Black,Female,0,0,40,<=50K,<=50K,0.035932968813647874
10618,54,202115,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,<=50K,0.43174843486879605
10619,43,132130,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.4810162311663951
10620,20,235442,Some-college,10,Never-married,Own-child,White,Male,0,0,35,<=50K,<=50K,0.000405650875884122
10621,30,97281,Some-college,10,Separated,Not-in-family,White,Male,0,0,60,<=50K,<=50K,0.07279347141712403
10622,37,34996,HS-grad,9,Separated,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.013821540748866611
10623,70,195739,10th,6,Widowed,Unmarried,White,Male,0,0,45,<=50K,<=50K,0.07405842858577544
10624,34,164748,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.2025256835855154
10625,40,244522,Masters,14,Married-civ-spouse,Husband,White,Male,0,1902,48,>50K,>50K,0.9896053247369001
10626,63,440607,Preschool,1,Married-civ-spouse,Husband,Other,Male,0,0,30,<=50K,<=50K,0.008620678251250218
10627,52,240013,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,>50K,0.7763794624876411
10628,29,419722,Assoc-acdm,12,Never-married,Not-in-family,White,Male,3674,0,40,<=50K,<=50K,0.007088687266962107
10629,21,131230,Some-college,10,Never-married,Own-child,White,Male,0,0,10,<=50K,<=50K,0.0006837638666064064
10630,55,139843,HS-grad,9,Divorced,Not-in-family,White,Female,0,0,60,<=50K,<=50K,0.08013843317730814
10631,60,170114,9th,5,Married-civ-spouse,Husband,White,Male,0,1672,84,<=50K,<=50K,0.030215596380770534
10632,66,98837,HS-grad,9,Widowed,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.038523301868751934
10633,46,364548,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,48,>50K,>50K,0.638987361555072
10634,34,105493,Masters,14,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.09758294221013289
10635,39,112158,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,26,<=50K,<=50K,0.16250243680350493
10636,19,159796,Some-college,10,Never-married,Own-child,White,Female,0,0,12,<=50K,<=50K,0.00014407706469772395
10637,26,104614,Bachelors,13,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.014387325557617426
10638,40,56072,Masters,14,Divorced,Not-in-family,White,Male,0,0,20,<=50K,<=50K,0.06299835685198527
10639,53,251063,Some-college,10,Separated,Unmarried,Black,Female,0,0,40,<=50K,<=50K,0.04117948441482799
10640,36,120760,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,>50K,0.5121057715336059
10641,38,352628,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.12241745420311305
10642,34,73585,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.5968116814876709
10643,24,336088,HS-grad,9,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,<=50K,<=50K,0.017121362247459092
10644,37,162494,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.10542399771159049
10645,39,30673,Some-college,10,Divorced,Not-in-family,White,Male,0,0,50,>50K,<=50K,0.09044643976206473
10646,43,249771,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,99,<=50K,<=50K,0.2445650473069508
10647,31,114691,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.016217602804663448
10648,23,183327,HS-grad,9,Never-married,Own-child,Black,Female,0,1594,20,<=50K,<=50K,0.00011576670854499885
10649,41,210259,Some-college,10,Divorced,Unmarried,Black,Female,0,0,37,<=50K,<=50K,0.028036667116450417
10650,41,105616,Some-college,10,Widowed,Unmarried,Black,Female,0,0,48,<=50K,<=50K,0.059087518877417894
10651,35,48779,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,<=50K,0.10138921337186814
10652,50,222381,Some-college,10,Divorced,Unmarried,White,Male,0,0,40,<=50K,<=50K,0.08177985808062878
10653,21,199444,HS-grad,9,Never-married,Own-child,White,Female,0,0,44,<=50K,<=50K,0.003293440176274149
10654,29,266070,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,80,<=50K,<=50K,0.22619833716271426
10655,23,141272,Bachelors,13,Never-married,Own-child,Black,Female,0,0,30,<=50K,<=50K,0.0008953790746802971
10656,31,251659,Some-college,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,1485,55,>50K,<=50K,0.3356234443878313
10657,28,69107,HS-grad,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,<=50K,0.0849291365336636
10658,56,105281,HS-grad,9,Widowed,Not-in-family,White,Female,0,1974,40,<=50K,<=50K,0.0634747005161235
10659,23,227471,HS-grad,9,Never-married,Own-child,White,Male,0,0,24,<=50K,<=50K,0.000544388122656905
10660,35,165930,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.34034969432810136
10661,53,73134,HS-grad,9,Married-civ-spouse,Husband,White,Male,15024,0,60,>50K,>50K,0.9981177456759713
10662,21,417668,HS-grad,9,Never-married,Own-child,White,Male,0,0,36,<=50K,<=50K,0.0020414877728771427
10663,54,167552,1st-4th,2,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,<=50K,0.06923854046896094
10664,45,320192,1st-4th,2,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,<=50K,0.07835040888925879
10665,32,158242,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.07838502653360233
10666,34,319165,Doctorate,16,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,>50K,0.8194070445779806
10667,52,186785,HS-grad,9,Never-married,Not-in-family,White,Male,0,1876,50,<=50K,<=50K,0.16745772546096827
10668,50,92969,1st-4th,2,Separated,Unmarried,Black,Female,0,0,40,<=50K,<=50K,0.009541625102015458
10669,44,115323,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.7392730600403583
10670,47,105779,Bachelors,13,Never-married,Own-child,White,Male,0,0,40,>50K,<=50K,0.10585476542382576
10671,33,288398,Bachelors,13,Divorced,Not-in-family,White,Female,0,0,45,<=50K,<=50K,0.1971196129179882
10672,66,216856,Masters,14,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,>50K,0.7244296136131534
10673,19,37332,HS-grad,9,Never-married,Own-child,White,Female,1055,0,12,<=50K,<=50K,2.5563393938078653e-05
10674,29,146949,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,0,0,43,<=50K,<=50K,0.27917686100318206
10675,50,168539,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,<=50K,0.3667988457260745
10676,22,427686,10th,6,Divorced,Own-child,White,Male,0,0,40,<=50K,<=50K,0.0031678268279267895
10677,47,275361,Assoc-acdm,12,Widowed,Own-child,White,Female,0,0,35,<=50K,<=50K,0.0346408138834094
10678,23,180339,Assoc-acdm,12,Never-married,Own-child,White,Female,0,0,65,<=50K,<=50K,0.006302716858796259
10679,25,126974,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.009978056277633424
10680,29,95393,HS-grad,9,Never-married,Own-child,White,Male,0,0,20,<=50K,<=50K,0.0034529345444679156
10681,31,174201,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.3278947302593982
10682,27,93235,HS-grad,9,Never-married,Not-in-family,White,Male,0,0,30,<=50K,<=50K,0.0031745321880743216
10683,54,37237,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,>50K,0.6627930227458496
10684,20,161978,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,<=50K,0.0029346773302888485
10685,35,320084,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,55,>50K,>50K,0.8165444501949305
10686,42,132481,Assoc-acdm,12,Divorced,Not-in-family,White,Female,0,0,24,<=50K,<=50K,0.021354785953918345
10687,28,388112,1st-4th,2,Never-married,Unmarried,White,Male,0,0,77,<=50K,<=50K,0.02208778235556338
10688,47,137354,Some-college,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K,<=50K,0.3958234357275362
10689,52,222646,12th,8,Separated,Other-relative,White,Female,0,0,40,<=50K,<=50K,0.029166445418266004
10690,67,397831,Some-college,10,Married-civ-spouse,Husband,White,Male,0,1539,40,<=50K,>50K,0.7161967278099989
10691,29,423158,Some-college,10,Never-married,Not-in-family,White,Female,0,0,40,<=50K,<=50K,0.028350456295239714
10692,64,108082,Some-college,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.35365181612683555
10693,30,160634,Assoc-voc,11,Never-married,Own-child,White,Male,0,0,40,>50K,<=50K,0.029417987177203293
10694,57,353881,HS-grad,9,Divorced,Not-in-family,White,Male,0,0,45,<=50K,<=50K,0.1500906098545639
10695,51,189183,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,>50K,0.7059494151536883
10696,39,333305,Some-college,10,Married-civ-spouse,Wife,White,Female,0,0,45,>50K,>50K,0.6509110700456779
10697,21,32732,Some-college,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.004263960538552541
10698,44,106698,HS-grad,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,<=50K,0.024043985691999628
10699,23,197387,5th-6th,3,Married-civ-spouse,Other-relative,White,Male,0,0,40,<=50K,<=50K,0.02441295779804704
10700,25,156848,Some-college,10,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.01068834367746261
10701,42,141186,Some-college,10,Never-married,Own-child,White,Female,0,0,40,<=50K,<=50K,0.02537358342202246
10702,23,54472,Some-college,10,Married-spouse-absent,Not-in-family,White,Female,0,0,50,<=50K,<=50K,0.004539903822031134
10703,38,143774,Some-college,10,Separated,Not-in-family,White,Female,0,0,45,<=50K,<=50K,0.08410734561039745
10704,52,259583,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.36273708395078463
10705,28,337664,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.012680590705474795
10706,29,439263,HS-grad,9,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,<=50K,0.08525830729602407
10707,31,234500,Bachelors,13,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,>50K,0.6788095422150624
10708,30,609789,11th,7,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,<=50K,0.14939551409208815
10709,39,250157,Bachelors,13,Never-married,Not-in-family,White,Female,0,0,63,<=50K,<=50K,0.25195732778736385
10710,30,398662,HS-grad,9,Never-married,Own-child,White,Male,0,0,40,<=50K,<=50K,0.01684237567695222
10711,30,188569,9th,5,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,<=50K,0.04435803036458819
10712,60,41553,Some-college,10,Widowed,Not-in-family,Black,Female,0,0,40,<=50K,<=50K,0.055950858452239294
10713,46,75256,HS-grad,9,Married-civ-spouse,Wife,White,Female,0,0,40,<=50K,<=50K,0.336703241683581
10714,40,306495,Bachelors,13,Married-civ-spouse,Husband,White,Male,0,0,35,<=50K,>50K,0.5186621705368482
10715,35,226311,Some-college,10,Divorced,Own-child,White,Female,0,0,38,<=50K,<=50K,0.01833381028177271
10716,24,103277,Bachelors,13,Never-married,Own-child,White,Female,0,0,50,<=50K,<=50K,0.025777919538656945
10717,19,228939,HS-grad,9,Never-married,Own-child,White,Male,0,0,35,<=50K,<=50K,0.0003447181932970302
10718,55,368727,Some-college,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,<=50K,0.13696602660002036
10719,56,367984,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,15024,0,40,>50K,>50K,0.9986668717646096
